FİRMA NUMARASI	FİRMA ADI	İŞ YERİ	AMBAR	TÜR	MALZEME/HİZMET KODU	MASRAF MERKEZİ	TALEP NUMARASI	TALEP EDEN	TALEP TARİHİ	TALEP ONAYLAYAN	TALEP ONAY TARİHİ	TALEP AÇIKLAMA	SİPARİŞ NUMARASI	SİPARİŞİ AÇAN	SİPARİŞ TARİHİ	SİPARİŞ ONAYLAYAN	SİPARİŞ ONAY TARİHİ	SİPARİŞ MALZEME	TESLİM EVRAK NO	TESLİM TARİHİ	CARİ ÜNVANI	TESLİM ALAN	AÇIKLAMA	MİKTAR	BİRİM	ÖDEME VADESİ	PARA BİRİMİ	BİRİM FİYAT	TOPLAM	FATURAYI KAYDEDEN	FATURA KAYDETME TARİHİ	FATURA TARİHİ	FATURA NO
32	2022-2026 ACEMOĞLU GIDA SAN. VE TİC. A.Ş.	Gönen	Gönen	HİZMET	730.05.048	E-TİCARET	T.032.000.000050	tunahan.ak	8.01.2026 09:39	ufuk.kiranli	8.01.2026 09:58	Mutfak Giderleri İşletme Gönen - %18	S.ACM.GNN.000103	Semih Mutlu	8.01.2026 12:34	ali.baplı	13.01.2026 15:21	Mutfak Giderleri İşletme Gönen - %18			ÇELİKAY ENDÜSTRİYEL MAKİNE SAN. VE TİC. A.Ş.		SANAYİ TİPİ SPATULA ( 40 CM ) KROM 	2	AD	01	TL	290,833333	581,67	khairullah.taj	12.01.2026 15:43	8.01.2026 00:00	MC02026000000160
32	2022-2026 ACEMOĞLU GIDA SAN. VE TİC. A.Ş.	Gönen	Gönen	HİZMET	730.05.048	E-TİCARET	T.032.000.000048	tunahan.ak	8.01.2026 09:36	tunahan.ak	8.01.2026 12:39	Mutfak Giderleri İşletme Gönen - %18	S.ACM.GNN.000105	Semih Mutlu	8.01.2026 12:45	ali.baplı	13.01.2026 15:22	Mutfak Giderleri İşletme Gönen - %18			ABDURRAHİM ERGİN		SANAYİ TİPİ TEK  KULPLU SÜZGEÇ ( ÇAP 45 CM ) KROM	2	AD	01	TL	570	1140	*			
32	2022-2026 ACEMOĞLU GIDA SAN. VE TİC. A.Ş.	Gaziantep	Gaziantep	HİZMET	730.01.030	LABORATUVAR GİDERLERİ	T.032.000.000035	antepgıda	7.01.2026 13:27	antepgıda	7.01.2026 13:28	Muhtelif Üretim Giderleri- (Merkez)%10	S.ACM.GAN.000025	okkes.yilmaz	8.01.2026 13:31	irmak.kozlu	27.01.2026 13:10	Muhtelif Üretim Giderleri- (Merkez)%10			MTH MERT TEKNİK HIRDAVAT SAN VE TİC A.Ş		duvara monte ufo	1	AD	01	TL	1000	1000	*			
32	2022-2026 ACEMOĞLU GIDA SAN. VE TİC. A.Ş.	Gaziantep	Gaziantep	HİZMET	730.01.030	LABORATUVAR GİDERLERİ	T.032.000.000035	antepgıda	7.01.2026 13:27	antepgıda	7.01.2026 13:28	Muhtelif Üretim Giderleri- (Merkez)%10	S.ACM.GAN.000025	okkes.yilmaz	8.01.2026 13:31	irmak.kozlu	27.01.2026 13:10	Muhtelif Üretim Giderleri- (Merkez)%10			MTH MERT TEKNİK HIRDAVAT SAN VE TİC A.Ş		ayaklı ufo	1	AD	01	TL	1250	1250	*			
55	2022-2026 ÖNCÜ ZEYTİNCİLİK GIDA VE SAN. TİC. A.Ş.	Merkez	Akhisar	HİZMET	730.02.002	HIRDAVAT	T.055.000.000018	mehmet.urun	6.01.2026 17:49	Zehra Kılınç	8.01.2026 14:05	Bakım Onarım  Giderleri İşletme Binası - Akhisar	S.ZYT.MRK.000051	Zehra Kılınç	8.01.2026 14:07	AKHİSAR.MUHASEBE	12.01.2026 16:55	Bakım Onarım  Giderleri İşletme Binası - Akhisar			AKHİSAR YILDIZ ELEKTRİK İNŞAAT TAŞIMACILIK TAAHHÜT DIŞ TİCARET SANAYİ VE TİCARET LİMİTED ŞİRKETİ		VİKO SIVA ALTI BEYAZ TOPRAKLI PRİZ (YEMEKHANE İÇİN , ACİLİYETİ VARDIR)	4	Adet	01	TL	130	520	*			
55	2022-2026 ÖNCÜ ZEYTİNCİLİK GIDA VE SAN. TİC. A.Ş.	Merkez	Akhisar	HİZMET	730.02.002	HIRDAVAT	T.055.000.000018	mehmet.urun	6.01.2026 17:49	Zehra Kılınç	8.01.2026 14:05	Bakım Onarım  Giderleri İşletme Binası - Akhisar	S.ZYT.MRK.000051	Zehra Kılınç	8.01.2026 14:07	AKHİSAR.MUHASEBE	12.01.2026 16:55	Bakım Onarım  Giderleri İşletme Binası - Akhisar			AKHİSAR YILDIZ ELEKTRİK İNŞAAT TAŞIMACILIK TAAHHÜT DIŞ TİCARET SANAYİ VE TİCARET LİMİTED ŞİRKETİ		VİKO 2 Lİ ÇERÇEVE BEYAZ (YEMEKHANE İÇİN , ACİLİYETİ VARDIR)	2	Adet	01	TL	38,35	76,7	*			
32	2022-2026 ACEMOĞLU GIDA SAN. VE TİC. A.Ş.	Gaziantep	Gaziantep	HİZMET	730.01.030	İŞ KIYAFETLERİ	T.032.000.000055	antepgıda	8.01.2026 17:21	antepgıda	8.01.2026 17:21	Muhtelif Üretim Giderleri- (Merkez)%10	S.ACM.GAN.000026	okkes.yilmaz	9.01.2026 15:24	irmak.kozlu	27.01.2026 13:16	Muhtelif Üretim Giderleri- (Merkez)%10			ÖZKARALAR BCF İPLİK SAN VE TİC A.Ş		çelik burunlu cırtlı ayakkabı 42 numara(veysel)	1	AD	01	TL	1181,82	1181,82	SATIŞDESTEK2	28.01.2026 15:25	26.01.2026 00:00	OZK2026000000186
55	2022-2026 ÖNCÜ ZEYTİNCİLİK GIDA VE SAN. TİC. A.Ş.	Merkez	Akhisar	HİZMET	730.02.001	TESİSAT GRUBU	T.055.000.000009	mehmet.urun	6.01.2026 13:28	Zehra Kılınç	6.01.2026 16:53	Bakım Onarım Giderleri Makina Tesisat - Akhisar	S.ZYT.MRK.000052	Zehra Kılınç	9.01.2026 15:31	AKHİSAR.MUHASEBE	13.01.2026 15:29	Bakım Onarım Giderleri Makina Tesisat - Akhisar			ÜNPLAST POLYESTER PLASTİK SAN.TİC.LTD.ŞTİ.		PLASTİK DEPO REKORU 63 LÜK KÖR TAPALI	2	Adet	01	TL	700	1400	*			
32	2022-2026 ACEMOĞLU GIDA SAN. VE TİC. A.Ş.	Gaziantep	Gaziantep	MALZEME	150.05.066	ETİKET	T.032.000.000046	antepgıda	8.01.2026 17:39	okkes.yilmaz	9.01.2026 16:27	ETİKET 1/1 SALATA SOSU	S.ACM.GAN.000027	okkes.yilmaz	9.01.2026 16:51	irmak.kozlu	9.01.2026 16:53	ETİKET 1/1 SALATA SOSU	10131	27.01.2026 13:18	TUNA OFSET ETİKET SAN. VE TİC. LTD. ŞTİ.	antepgıda	700 g salata sosu etiketi	50000	AD	60	EUR	0,652397	32619,85	*			
32	2022-2026 ACEMOĞLU GIDA SAN. VE TİC. A.Ş.	Gaziantep	Gaziantep	MALZEME	150.05.063	ETİKET	T.032.000.000059	antepgıda	8.01.2026 17:52	antepgıda	9.01.2026 16:35	ETİKET 1/1 NAR EKŞİSİ 1000 GR	S.ACM.GAN.000028	okkes.yilmaz	9.01.2026 16:56	irmak.kozlu	12.01.2026 08:18	ETİKET 1/1 NAR EKŞİSİ 1000 GR	10132	27.01.2026 13:19	TUNA OFSET ETİKET SAN. VE TİC. LTD. ŞTİ.	antepgıda	960 g nar ekşili sos etiketi pp opak	30000	AD	60	EUR	1,003688	30110,64	*			
32	2022-2026 ACEMOĞLU GIDA SAN. VE TİC. A.Ş.	Gaziantep	Gaziantep	MALZEME	150.05.068	ETİKET	T.032.000.000057	antepgıda	8.01.2026 17:49	antepgıda	9.01.2026 16:35	ETİKET 1/1 SALATA SOSU - 960 GR 	S.ACM.GAN.000029	okkes.yilmaz	9.01.2026 17:01	irmak.kozlu	12.01.2026 08:18	ETİKET 1/1 SALATA SOSU - 960 GR 	10133	27.01.2026 13:20	TUNA OFSET ETİKET SAN. VE TİC. LTD. ŞTİ.	antepgıda	960 g salata sosu etiketi pp metalize	50000	AD	60	EUR	1,003688	50184,4	*			
32	2022-2026 ACEMOĞLU GIDA SAN. VE TİC. A.Ş.	Gaziantep	Gaziantep	MALZEME	150.05.062	ETİKET	T.032.000.000056	antepgıda	8.01.2026 17:47	antepgıda	9.01.2026 17:11	ETİKET 1/1 NAR EKŞİSİ	S.ACM.GAN.000030	okkes.yilmaz	12.01.2026 08:28	irmak.kozlu	12.01.2026 08:28	ETİKET 1/1 NAR EKŞİSİ	10134	27.01.2026 13:20	TUNA OFSET ETİKET SAN. VE TİC. LTD. ŞTİ.	antepgıda	700 GR NAR EKŞİLİ SOS ETİKETİ pp opak	80000	AD	60	EUR	0,650879	52070,32	*			
32	2022-2026 ACEMOĞLU GIDA SAN. VE TİC. A.Ş.	Gaziantep	Gaziantep	HİZMET	730.01.030	İŞ AYAKKABISI	T.032.000.000074	antepgıda	9.01.2026 16:05	antepgıda	9.01.2026 16:45	Muhtelif Üretim Giderleri- (Merkez)%10	S.ACM.GAN.000031	okkes.yilmaz	12.01.2026 10:08	irmak.kozlu	27.01.2026 13:20	Muhtelif Üretim Giderleri- (Merkez)%10			ÖZKARALAR BCF İPLİK SAN VE TİC A.Ş		41 numara cırtlı iş ayakkabısı	1	AD	01	TL	1181,82	1181,82	SATIŞDESTEK2	28.01.2026 15:27	13.01.2026 00:00	OZK2026000000087
55	2022-2026 ÖNCÜ ZEYTİNCİLİK GIDA VE SAN. TİC. A.Ş.	Merkez	Akhisar	HİZMET	730.03.009	MUTFAK VE KAFETERYA	T.055.000.000008	sevgi.gonullu	6.01.2026 11:37	Zehra Kılınç	6.01.2026 16:32	Mutfak Giderleri İşletme Akhisar - %1	S.ZYT.MRK.000054	Zehra Kılınç	12.01.2026 11:37	AKHİSAR.MUHASEBE	13.01.2026 15:29	Mutfak Giderleri İşletme Akhisar - %1			TUĞBERK YEŞİLDAĞ		türk kahvesi(1 koli)	1	Adet	30	TL	940	940	*			
55	2022-2026 ÖNCÜ ZEYTİNCİLİK GIDA VE SAN. TİC. A.Ş.	Merkez	Akhisar	HİZMET	730.03.009	MUTFAK VE KAFETERYA	T.055.000.000008	sevgi.gonullu	6.01.2026 11:37	Zehra Kılınç	6.01.2026 16:32	Mutfak Giderleri İşletme Akhisar - %1	S.ZYT.MRK.000054	Zehra Kılınç	12.01.2026 11:37	AKHİSAR.MUHASEBE	13.01.2026 15:29	Mutfak Giderleri İşletme Akhisar - %1			TUĞBERK YEŞİLDAĞ		krema(1 koli)	1	Adet	30	TL	350	350	*			
55	2022-2026 ÖNCÜ ZEYTİNCİLİK GIDA VE SAN. TİC. A.Ş.	Merkez	Akhisar	HİZMET	730.03.009	MUTFAK VE KAFETERYA	T.055.000.000008	sevgi.gonullu	6.01.2026 11:37	Zehra Kılınç	6.01.2026 16:32	Mutfak Giderleri İşletme Akhisar - %1	S.ZYT.MRK.000054	Zehra Kılınç	12.01.2026 11:37	AKHİSAR.MUHASEBE	13.01.2026 15:29	Mutfak Giderleri İşletme Akhisar - %1			TUĞBERK YEŞİLDAĞ		kahve(2si bir arada)1koli	1	Adet	30	TL	480	480	*			
32	2022-2026 ACEMOĞLU GIDA SAN. VE TİC. A.Ş.	Gaziantep	Gaziantep	HİZMET	730.01.031	LABORATUVAR GİDERLERİ	T.032.000.000084	antepgıda	12.01.2026 12:48	okkes.yilmaz	12.01.2026 13:12	Muhtelif Üretim Giderleri- (Merkez)%20	S.ACM.GAN.000034	okkes.yilmaz	12.01.2026 13:18	irmak.kozlu	27.01.2026 13:23	Muhtelif Üretim Giderleri- (Merkez)%20			MTH MERT TEKNİK HIRDAVAT SAN VE TİC A.Ş		ayaklı ufo ısıtıcı	1	AD	01	TL	1250	1250	*			
32	2022-2026 ACEMOĞLU GIDA SAN. VE TİC. A.Ş.	Gönen	Gönen	HİZMET	730.05.007	MEKANİK BAKIM ONARIM	T.032.000.000036	tunahan.ak	7.01.2026 12:49	ufuk.kiranli	7.01.2026 13:15	Bakım Onarım  Giderleri Dolum Ünitesİ- Gönen	S.ACM.GNN.000106	Semih Mutlu	12.01.2026 15:13	ali.baplı	13.01.2026 15:22	Bakım Onarım  Giderleri Dolum Ünitesİ- Gönen			UZUNOĞULLARI YEDEK PARÇA HIRDAVAT İNŞ.OTOM.TAR.VE HAYV.SAN.TİC.LTD.ŞTİ		M5X15 HAVŞA BAŞ KROM CİVATA 	350	AD	30	TL	1,25	437,5	khairullah.taj	14.01.2026 11:08	12.01.2026 00:00	UZN2026000000353
32	2022-2026 ACEMOĞLU GIDA SAN. VE TİC. A.Ş.	Gönen	Gönen	HİZMET	730.05.007	MEKANİK BAKIM ONARIM	T.032.000.000036	tunahan.ak	7.01.2026 12:49	ufuk.kiranli	7.01.2026 13:15	Bakım Onarım  Giderleri Dolum Ünitesİ- Gönen	S.ACM.GNN.000106	Semih Mutlu	12.01.2026 15:13	ali.baplı	13.01.2026 15:22	Bakım Onarım  Giderleri Dolum Ünitesİ- Gönen			UZUNOĞULLARI YEDEK PARÇA HIRDAVAT İNŞ.OTOM.TAR.VE HAYV.SAN.TİC.LTD.ŞTİ		M5 FİBER SOMUN 	350	AD	30	TL	0,7	245	khairullah.taj	14.01.2026 11:08	12.01.2026 00:00	UZN2026000000353
32	2022-2026 ACEMOĞLU GIDA SAN. VE TİC. A.Ş.	Gaziantep	Gaziantep	HİZMET	730.01.031	E-TİCARET	T.032.000.000068	antepgıda	9.01.2026 11:42	okkes.yilmaz	12.01.2026 15:39	Muhtelif Üretim Giderleri- (Merkez)%20	S.ACM.GAN.000035	okkes.yilmaz	12.01.2026 15:40	irmak.kozlu	13.01.2026 09:23	Muhtelif Üretim Giderleri- (Merkez)%20			MUHTELİF SATICILAR		büyük kürek (biber üretim)	3	AD	01	TL	165,42	496,26	SATIŞDESTEK2	19.01.2026 12:20	13.01.2026 00:00	IUE2026000000070
32	2022-2026 ACEMOĞLU GIDA SAN. VE TİC. A.Ş.	Gaziantep	Gaziantep	HİZMET	730.01.031	E-TİCARET	T.032.000.000068	antepgıda	9.01.2026 11:42	okkes.yilmaz	12.01.2026 15:39	Muhtelif Üretim Giderleri- (Merkez)%20	S.ACM.GAN.000035	okkes.yilmaz	12.01.2026 15:40	irmak.kozlu	13.01.2026 09:23	Muhtelif Üretim Giderleri- (Merkez)%20			MUHTELİF SATICILAR		küçük kürek(biber üretim)	3	AD	01	TL	122,67	368,01	SATIŞDESTEK2	19.01.2026 12:20	13.01.2026 00:00	IUE2026000000070
32	2022-2026 ACEMOĞLU GIDA SAN. VE TİC. A.Ş.	Gönen	Gönen	HİZMET	730.05.007	MEKANİK BAKIM ONARIM	T.032.000.000044	tunahan.ak	6.01.2026 16:44	tunahan.ak	12.01.2026 15:32	Bakım Onarım  Giderleri Dolum Ünitesİ- Gönen	S.ACM.GNN.000107	Semih Mutlu	12.01.2026 15:43	ali.baplı	14.01.2026 14:51	Bakım Onarım  Giderleri Dolum Ünitesİ- Gönen			B.T.M. BURSA TEKNİK MALZ. ENDÜSTRİYEL LTD. ŞTİ.		2 İNÇTEN 2,5 İNCE KROM REDÜKSİYON ( 2 İNÇ OLAN TARAFI DİŞLİ OLACAK ) 	12	AD	30	USD	232,842473	2794,109676	khairullah.taj	23.01.2026 10:22	16.01.2026 00:00	BTM2026000000139
32	2022-2026 ACEMOĞLU GIDA SAN. VE TİC. A.Ş.	Gönen	Gönen	HİZMET	730.05.001	MEKANİK BAKIM ONARIM	T.032.000.000023	tunahan.ak	6.01.2026 16:46	ufuk.kiranli	6.01.2026 17:25	Bakım Onarım Giderleri Makina Tesisat-Gönen	S.ACM.GNN.000108	Semih Mutlu	12.01.2026 15:45	ali.baplı	13.01.2026 15:22	Bakım Onarım Giderleri Makina Tesisat-Gönen			BANDIRMA RULMAN SANAYİ TİC. A.Ş.		UCF 209 / H RULMAN 	4	AD	30	EUR	1001,352	4005,41	khairullah.taj	21.01.2026 08:57	12.01.2026 00:00	BND2026000000065
32	2022-2026 ACEMOĞLU GIDA SAN. VE TİC. A.Ş.	Gönen	Gönen	HİZMET	730.05.007	MEKANİK BAKIM ONARIM	T.032.000.000038	tunahan.ak	7.01.2026 12:54	ufuk.kiranli	7.01.2026 13:15	Bakım Onarım  Giderleri Dolum Ünitesİ- Gönen	S.ACM.GNN.000109	Semih Mutlu	12.01.2026 16:51	ali.baplı	13.01.2026 15:22	Bakım Onarım  Giderleri Dolum Ünitesİ- Gönen			GÖNEN METAL - MURAT TÜRK		10 MM KALINLIK KROM PLAKA 	6	AD	30	TL	1263,888889	7583,33	khairullah.taj	20.01.2026 11:33	14.01.2026 00:00	GMS2026000000057
32	2022-2026 ACEMOĞLU GIDA SAN. VE TİC. A.Ş.	Gönen	Gönen	HİZMET	730.05.007	MEKANİK BAKIM ONARIM	T.032.000.000038	tunahan.ak	7.01.2026 12:54	ufuk.kiranli	7.01.2026 13:15	Bakım Onarım  Giderleri Dolum Ünitesİ- Gönen	S.ACM.GNN.000109	Semih Mutlu	12.01.2026 16:51	ali.baplı	13.01.2026 15:22	Bakım Onarım  Giderleri Dolum Ünitesİ- Gönen			GÖNEN METAL - MURAT TÜRK		3 MM KALINLIGINDA DEMİR BORU 	1	AD	30	TL	1000	1000				
32	2022-2026 ACEMOĞLU GIDA SAN. VE TİC. A.Ş.	Gönen	Gönen	HİZMET	730.05.007	MEKANİK BAKIM ONARIM	T.032.000.000037	tunahan.ak	7.01.2026 12:52	ufuk.kiranli	7.01.2026 13:15	Bakım Onarım  Giderleri Dolum Ünitesİ- Gönen	S.ACM.GNN.000110	Semih Mutlu	12.01.2026 17:09	ali.baplı	15.01.2026 08:55	Bakım Onarım  Giderleri Dolum Ünitesİ- Gönen			BURÇMETAL PLASTİK ÇELİK A.Ş.		66MM EN 25,5MM BOY 6MM KALINLIK TEFLON PLAKA 	9,5	AD	30	TL	750	7125	khairullah.taj	23.01.2026 10:51	16.01.2026 00:00	MPC2026000000427
32	2022-2026 ACEMOĞLU GIDA SAN. VE TİC. A.Ş.	Gönen	Gönen	HİZMET	730.05.007	MEKANİK BAKIM ONARIM	T.032.000.000042	tunahan.ak	7.01.2026 17:09	Semih Mutlu	12.01.2026 17:31	Bakım Onarım  Giderleri Dolum Ünitesİ- Gönen	S.ACM.GNN.000111	Semih Mutlu	12.01.2026 17:33	ali.baplı	13.01.2026 15:23	Bakım Onarım  Giderleri Dolum Ünitesİ- Gönen			MAR-TEK MEKANİK OTOMASYON ELEKTRİK TESİSAT İNŞAAT OTOMOTİV SANAYİ VE TİCARET LİMİTED ŞİRKETİ		40X10 LAMA KROM ( 2 BOY )	12	AD	01	TL	415	4980	khairullah.taj	27.01.2026 11:08	22.01.2026 00:00	MRT2026000001008
32	2022-2026 ACEMOĞLU GIDA SAN. VE TİC. A.Ş.	Gönen	Gönen	HİZMET	730.05.007	MEKANİK BAKIM ONARIM	T.032.000.000052	tunahan.ak	8.01.2026 10:31	Semih Mutlu	12.01.2026 17:38	Bakım Onarım  Giderleri Dolum Ünitesİ- Gönen	S.ACM.GNN.000112	Semih Mutlu	12.01.2026 17:39	ali.baplı	13.01.2026 15:23	Bakım Onarım  Giderleri Dolum Ünitesİ- Gönen			ENGİN RULMAN TİCARET VE PAZARLAMA LTD. ŞTİ.		6210  RULMAN 	10	AD	30	TL	115	1150	khairullah.taj	23.01.2026 10:07	14.01.2026 00:00	ENG2026000000512
32	2022-2026 ACEMOĞLU GIDA SAN. VE TİC. A.Ş.	Gönen	Gönen	HİZMET	730.05.001	MEKANİK BAKIM ONARIM	T.032.000.000039	tunahan.ak	7.01.2026 12:55	ufuk.kiranli	7.01.2026 13:15	Bakım Onarım Giderleri Makina Tesisat-Gönen	S.ACM.GNN.000113	Semih Mutlu	12.01.2026 17:55	ali.baplı	13.01.2026 15:23	Bakım Onarım Giderleri Makina Tesisat-Gönen			UZUNOĞULLARI YEDEK PARÇA HIRDAVAT İNŞ.OTOM.TAR.VE HAYV.SAN.TİC.LTD.ŞTİ		Q 115MM CIRTLI ZIMPARA TABANI 	5	AD	30	TL	50	250	khairullah.taj	20.01.2026 11:26	13.01.2026 00:00	UZN2026000000392
32	2022-2026 ACEMOĞLU GIDA SAN. VE TİC. A.Ş.	Gönen	Gönen	HİZMET	730.05.001	MEKANİK BAKIM ONARIM	T.032.000.000051	tunahan.ak	8.01.2026 09:42	tunahan.ak	8.01.2026 10:32	Bakım Onarım Giderleri Makina Tesisat-Gönen	S.ACM.GNN.000114	Semih Mutlu	12.01.2026 17:55	ali.baplı	13.01.2026 15:23	Bakım Onarım Giderleri Makina Tesisat-Gönen			UZUNOĞULLARI YEDEK PARÇA HIRDAVAT İNŞ.OTOM.TAR.VE HAYV.SAN.TİC.LTD.ŞTİ		30X52X7 DÖNER MİL KEÇESİ	20	AD	30	TL	42,5	850	khairullah.taj	20.01.2026 11:26	13.01.2026 00:00	UZN2026000000392
32	2022-2026 ACEMOĞLU GIDA SAN. VE TİC. A.Ş.	Gönen	Gönen	HİZMET	730.05.001	MEKANİK BAKIM ONARIM	T.032.000.000051	tunahan.ak	8.01.2026 09:42	tunahan.ak	8.01.2026 10:32	Bakım Onarım Giderleri Makina Tesisat-Gönen	S.ACM.GNN.000114	Semih Mutlu	12.01.2026 17:55	ali.baplı	13.01.2026 15:23	Bakım Onarım Giderleri Makina Tesisat-Gönen			UZUNOĞULLARI YEDEK PARÇA HIRDAVAT İNŞ.OTOM.TAR.VE HAYV.SAN.TİC.LTD.ŞTİ		30X52X7 DÖNER MİL KEÇESİ	20	AD	30	TL	42,5	850	khairullah.taj	28.01.2026 11:15	15.01.2026 00:00	UZN2026000000459
32	2022-2026 ACEMOĞLU GIDA SAN. VE TİC. A.Ş.	Gönen	Gönen	HİZMET	730.05.007	MEKANİK BAKIM ONARIM	T.032.000.000051	tunahan.ak	8.01.2026 09:42	tunahan.ak	8.01.2026 10:32	Bakım Onarım  Giderleri Dolum Ünitesİ- Gönen	S.ACM.GNN.000114	Semih Mutlu	12.01.2026 17:55	ali.baplı	13.01.2026 15:23	Bakım Onarım  Giderleri Dolum Ünitesİ- Gönen			UZUNOĞULLARI YEDEK PARÇA HIRDAVAT İNŞ.OTOM.TAR.VE HAYV.SAN.TİC.LTD.ŞTİ		50X90X10 DÖNER MİL KEÇESİ	10	AD	30	TL	70	700	khairullah.taj	20.01.2026 11:26	13.01.2026 00:00	UZN2026000000392
32	2022-2026 ACEMOĞLU GIDA SAN. VE TİC. A.Ş.	Gaziantep	Gaziantep	HİZMET	730.01.030	İŞ GÜVENLİĞİ MALZEMELERİ	T.032.000.000088	antepgıda	12.01.2026 13:39			Muhtelif Üretim Giderleri- (Merkez)%10	S.ACM.GAN.000036	okkes.yilmaz	13.01.2026 10:00	irmak.kozlu	27.01.2026 13:24	Muhtelif Üretim Giderleri- (Merkez)%10			MTH MERT TEKNİK HIRDAVAT SAN VE TİC A.Ş		40 numara YDS marka çelik burun ayakkabı	1	AD	01	TL	1700	1700	*			
55	2022-2026 ÖNCÜ ZEYTİNCİLİK GIDA VE SAN. TİC. A.Ş.	Merkez	Akhisar	HİZMET	730.03.011	MUTFAK VE KAFETERYA	T.055.000.000069	sevgi.gonullu	8.01.2026 17:54	Zehra Kılınç	13.01.2026 13:51	Mutfak Giderleri İşletme Akhisar - %18	S.ZYT.MRK.000057	Zehra Kılınç	13.01.2026 13:56	AKHİSAR.MUHASEBE	13.01.2026 15:27	Mutfak Giderleri İşletme Akhisar - %18			LİDYA ENDÜSTRİYEL KİMYASAL TEMİZLİK MADDELERİ GIDA SANAYİ VE TİCARET LİMİTED ŞİRKETİ		çay çubuğu(5koli)	5	Adet	90	TL	22	110	ali.karakus	19.01.2026 14:34	16.01.2026 00:00	MCK2026000000444
55	2022-2026 ÖNCÜ ZEYTİNCİLİK GIDA VE SAN. TİC. A.Ş.	Merkez	Akhisar	HİZMET	730.03.011	TEMİZLİK MALZEMELERİ	T.055.000.000069	sevgi.gonullu	8.01.2026 17:54	Zehra Kılınç	13.01.2026 13:51	Mutfak Giderleri İşletme Akhisar - %18	S.ZYT.MRK.000057	Zehra Kılınç	13.01.2026 13:56	AKHİSAR.MUHASEBE	13.01.2026 15:27	Mutfak Giderleri İşletme Akhisar - %18			LİDYA ENDÜSTRİYEL KİMYASAL TEMİZLİK MADDELERİ GIDA SANAYİ VE TİCARET LİMİTED ŞİRKETİ		çamaşır suyu	7	Adet	90	TL	186	1302	ali.karakus	19.01.2026 14:34	16.01.2026 00:00	MCK2026000000444
55	2022-2026 ÖNCÜ ZEYTİNCİLİK GIDA VE SAN. TİC. A.Ş.	Merkez	Akhisar	HİZMET	730.03.011	TEMİZLİK MALZEMELERİ	T.055.000.000069	sevgi.gonullu	8.01.2026 17:54	Zehra Kılınç	13.01.2026 13:51	Mutfak Giderleri İşletme Akhisar - %18	S.ZYT.MRK.000057	Zehra Kılınç	13.01.2026 13:56	AKHİSAR.MUHASEBE	13.01.2026 15:27	Mutfak Giderleri İşletme Akhisar - %18			LİDYA ENDÜSTRİYEL KİMYASAL TEMİZLİK MADDELERİ GIDA SANAYİ VE TİCARET LİMİTED ŞİRKETİ		yüzey temizleyici	5	Adet	90	TL	186	930	ali.karakus	19.01.2026 14:34	16.01.2026 00:00	MCK2026000000444
55	2022-2026 ÖNCÜ ZEYTİNCİLİK GIDA VE SAN. TİC. A.Ş.	Merkez	Akhisar	HİZMET	730.03.011	TEMİZLİK MALZEMELERİ	T.055.000.000069	sevgi.gonullu	8.01.2026 17:54	Zehra Kılınç	13.01.2026 13:51	Mutfak Giderleri İşletme Akhisar - %18	S.ZYT.MRK.000057	Zehra Kılınç	13.01.2026 13:56	AKHİSAR.MUHASEBE	13.01.2026 15:27	Mutfak Giderleri İşletme Akhisar - %18			LİDYA ENDÜSTRİYEL KİMYASAL TEMİZLİK MADDELERİ GIDA SANAYİ VE TİCARET LİMİTED ŞİRKETİ		kireç sökücü	5	Adet	90	TL	186	930	ali.karakus	19.01.2026 14:34	16.01.2026 00:00	MCK2026000000444
55	2022-2026 ÖNCÜ ZEYTİNCİLİK GIDA VE SAN. TİC. A.Ş.	Merkez	Akhisar	HİZMET	730.03.011	TEMİZLİK MALZEMELERİ	T.055.000.000069	sevgi.gonullu	8.01.2026 17:54	Zehra Kılınç	13.01.2026 13:51	Mutfak Giderleri İşletme Akhisar - %18	S.ZYT.MRK.000057	Zehra Kılınç	13.01.2026 13:56	AKHİSAR.MUHASEBE	13.01.2026 15:27	Mutfak Giderleri İşletme Akhisar - %18			LİDYA ENDÜSTRİYEL KİMYASAL TEMİZLİK MADDELERİ GIDA SANAYİ VE TİCARET LİMİTED ŞİRKETİ		kağıt havlu	10	Adet	90	TL	64,9999	650	*			
55	2022-2026 ÖNCÜ ZEYTİNCİLİK GIDA VE SAN. TİC. A.Ş.	Merkez	Akhisar	HİZMET	730.03.011	TEMİZLİK MALZEMELERİ	T.055.000.000069	sevgi.gonullu	8.01.2026 17:54	Zehra Kılınç	13.01.2026 13:51	Mutfak Giderleri İşletme Akhisar - %18	S.ZYT.MRK.000057	Zehra Kılınç	13.01.2026 13:56	AKHİSAR.MUHASEBE	13.01.2026 15:27	Mutfak Giderleri İşletme Akhisar - %18			LİDYA ENDÜSTRİYEL KİMYASAL TEMİZLİK MADDELERİ GIDA SANAYİ VE TİCARET LİMİTED ŞİRKETİ		tuvalet kağıdı 32Li	10	Adet	90	TL	129,9999	1300	ali.karakus	19.01.2026 14:34	16.01.2026 00:00	MCK2026000000444
